10,27.16,356.52
25,25.89,948.27
50,20.42,1914.34
75,22.20,2495.91
100,18.58,3468.30
125,20.54,4369.62
150,12.70,4798.62
175,7.86,5521.54
200,9.45,6187.05
225,0.39,9318.33
250,0.00,0.00
